# mean, investigation_time=50.0
lon,lat,0.02~PGA,0.02~SA(2.0),0.1~PGA,0.1~SA(2.0)
-71.30000,46.08000,1.729218E-01,7.782288E-02,7.121266E-02,2.981317E-02
-71.28000,46.78000,4.130401E-01,1.036890E-01,1.396272E-01,3.663141E-02
-71.25000,46.77000,4.103889E-01,1.034012E-01,1.390789E-01,3.660624E-02
-71.25000,48.42000,6.524759E-01,1.396646E-01,2.084506E-01,4.316322E-02
-71.23000,46.80000,4.184259E-01,1.046763E-01,1.427601E-01,3.700529E-02
-71.22000,48.42000,6.510174E-01,1.397246E-01,2.086203E-01,4.323850E-02
-71.18000,46.80000,4.174468E-01,1.048445E-01,1.436165E-01,3.714387E-02
-71.18000,46.87000,4.344636E-01,1.076845E-01,1.511656E-01,3.792086E-02
-71.07000,48.43000,6.436847E-01,1.391352E-01,2.076419E-01,4.337155E-02
-70.91000,53.21000,3.752664E-02,2.311865E-02,1.261167E-02,7.627816E-03
-70.88000,45.58000,1.597517E-01,7.143485E-02,6.170054E-02,2.766839E-02
-70.88000,48.35000,6.587405E-01,1.431695E-01,2.167481E-01,4.496390E-02
-70.55000,46.98000,5.387758E-01,1.282461E-01,2.081778E-01,4.430375E-02
-70.51000,47.44000,1.355910E+00,2.409099E-01,5.329786E-01,7.453645E-02
-70.15000,47.65000,1.470990E+00,2.702088E-01,5.983460E-01,8.428554E-02
-70.04000,47.37000,1.262477E+00,2.304701E-01,4.953573E-01,7.209958E-02
-69.72000,48.15000,5.823866E-01,1.400382E-01,2.223015E-01,4.638009E-02
-69.53000,47.83000,9.186364E-01,1.743314E-01,3.371788E-01,5.531967E-02
-69.50000,47.92000,6.978586E-01,1.528033E-01,2.669446E-01,4.983043E-02
-69.15000,47.81700,3.862885E-01,1.098896E-01,1.562573E-01,3.911631E-02
-68.55000,48.43000,3.386167E-01,9.232503E-02,1.122010E-01,3.196114E-02
-68.33000,47.37000,1.975874E-01,7.892316E-02,8.428426E-02,3.040696E-02
-68.18000,48.58000,3.430052E-01,8.831341E-02,1.080281E-01,3.021280E-02
-68.17000,51.93000,5.221155E-02,3.443290E-02,1.974062E-02,1.248741E-02
-68.15000,49.22000,3.222808E-01,8.062766E-02,1.007850E-01,2.706676E-02
-67.73000,47.05000,2.034393E-01,7.309247E-02,8.269089E-02,2.840090E-02
-67.60000,46.16000,1.670181E-01,6.621569E-02,6.604269E-02,2.603245E-02
-67.53000,48.85000,3.550649E-01,8.182901E-02,1.086930E-01,2.756370E-02
-67.28000,45.20000,6.238660E-01,9.988272E-02,1.617815E-01,3.071071E-02
-67.05000,45.07000,7.055724E-01,1.111651E-01,1.981531E-01,3.228669E-02
-66.92000,52.95000,4.143647E-02,2.473236E-02,1.421667E-02,7.883209E-03
-66.87000,50.02000,2.507568E-01,6.309291E-02,7.942816E-02,2.121079E-02
-66.87000,52.92000,4.171749E-02,2.498250E-02,1.436034E-02,8.003812E-03
-66.82000,45.13000,4.634744E-01,8.886493E-02,1.354209E-01,2.851230E-02
-66.67000,48.00000,1.685923E-01,6.475765E-02,6.652800E-02,2.448274E-02
-66.65000,45.95000,1.660385E-01,6.203533E-02,6.331939E-02,2.409449E-02
-66.48000,45.84000,1.632657E-01,6.108502E-02,6.147681E-02,2.358762E-02
-66.38000,50.20000,2.243074E-01,5.884823E-02,7.037679E-02,1.975020E-02
-66.16000,45.79000,1.525969E-01,5.917536E-02,5.709954E-02,2.268924E-02
-66.12000,43.83000,1.002271E-01,4.907988E-02,3.524245E-02,1.733012E-02
-66.05000,45.26700,1.498132E-01,5.779033E-02,5.517047E-02,2.180221E-02
-65.77000,44.62000,1.223072E-01,5.294309E-02,4.395225E-02,1.939016E-02
-65.65000,47.60000,1.686214E-01,5.914719E-02,6.405806E-02,2.237653E-02
-65.47000,47.03000,1.662735E-01,5.805163E-02,6.306718E-02,2.213267E-02
-65.12000,43.70000,8.715429E-02,4.499454E-02,2.838922E-02,1.477278E-02
-64.95000,45.60000,1.089723E-01,5.154834E-02,3.925340E-02,1.920736E-02
-64.90000,44.98000,9.379909E-02,4.946469E-02,3.432857E-02,1.799943E-02
-64.78000,46.10000,1.204358E-01,5.208503E-02,4.178068E-02,1.952260E-02
-64.72000,44.03000,8.443384E-02,4.565529E-02,2.818265E-02,1.531458E-02
-64.70000,47.73000,1.102954E-01,5.137327E-02,4.141688E-02,1.934577E-02
-64.53000,53.50000,3.902982E-02,2.090547E-02,1.265646E-02,6.024883E-03
-64.52000,44.38000,8.277054E-02,4.669120E-02,2.862629E-02,1.621783E-02
-64.50000,45.08000,8.705755E-02,4.849778E-02,3.152449E-02,1.761088E-02
-64.48000,48.83000,9.781512E-02,4.891878E-02,3.690379E-02,1.770117E-02
-64.37000,45.08000,8.519351E-02,4.820162E-02,3.064987E-02,1.746396E-02
-64.37000,45.88000,1.035636E-01,4.993979E-02,3.563622E-02,1.849802E-02
-64.32000,44.38000,8.114467E-02,4.642794E-02,2.767026E-02,1.605102E-02
-64.22000,48.53000,8.723569E-02,4.759038E-02,3.332204E-02,1.744526E-02
-64.20000,45.83000,9.526955E-02,4.905327E-02,3.354495E-02,1.814559E-02
-64.05000,45.65000,8.593113E-02,4.823387E-02,3.109281E-02,1.775389E-02
-64.03000,46.95000,1.006058E-01,4.882797E-02,3.528403E-02,1.826015E-02
-63.78300,46.40000,9.856114E-02,4.848955E-02,3.255186E-02,1.800971E-02
-63.60000,44.65000,7.709191E-02,4.635065E-02,2.568461E-02,1.595793E-02
-63.60000,50.23000,1.741588E-01,4.672766E-02,4.532602E-02,1.472810E-02
-63.57000,44.67000,7.691402E-02,4.636435E-02,2.563008E-02,1.597433E-02
-63.47000,45.43000,7.632570E-02,4.723199E-02,2.677752E-02,1.715830E-02
-63.35000,45.13000,7.533771E-02,4.705866E-02,2.574820E-02,1.681210E-02
-63.30000,45.72000,7.375699E-02,4.701214E-02,2.652534E-02,1.725147E-02
-63.27000,45.37000,7.437905E-02,4.711512E-02,2.582381E-02,1.704056E-02
-63.13300,46.23300,7.390488E-02,4.662062E-02,2.669597E-02,1.731171E-02
-62.72000,45.68000,6.908771E-02,4.655389E-02,2.436607E-02,1.682409E-02
-62.65000,45.58000,6.930773E-02,4.645016E-02,2.414496E-02,1.661789E-02
-62.25000,46.35000,6.461267E-02,4.513674E-02,2.319683E-02,1.640695E-02
-62.00000,45.62000,6.898925E-02,4.592810E-02,2.340772E-02,1.601719E-02
-61.35000,45.62000,7.273768E-02,4.698059E-02,2.453235E-02,1.617713E-02
-61.00000,45.33000,8.134986E-02,4.882573E-02,2.683896E-02,1.649208E-02
-60.37000,53.32000,4.394920E-02,2.389810E-02,1.374896E-02,6.328743E-03
-60.25000,46.22000,7.592791E-02,4.797688E-02,2.710971E-02,1.662920E-02
-60.18000,46.15000,7.831748E-02,4.858894E-02,2.799286E-02,1.679520E-02
-59.98000,45.92000,8.700171E-02,5.070315E-02,3.116437E-02,1.737851E-02
-59.48000,50.50000,5.035479E-02,2.679280E-02,1.467754E-02,7.298884E-03
-59.15000,47.57000,6.199726E-02,4.261997E-02,2.224038E-02,1.472123E-02
-58.58000,48.55000,5.296934E-02,3.779118E-02,1.792733E-02,1.278461E-02
-57.95000,48.95000,5.062482E-02,3.654469E-02,1.676271E-02,1.221369E-02
-56.86700,48.81700,5.175230E-02,3.835982E-02,1.746555E-02,1.293386E-02
-55.77000,47.10000,8.501861E-02,5.216750E-02,3.254156E-02,1.812031E-02
-55.67000,48.93000,5.182100E-02,3.904066E-02,1.735544E-02,1.316874E-02
-55.58000,51.37000,4.931699E-02,2.809345E-02,1.348805E-02,6.352300E-03
-54.59000,48.98000,5.262951E-02,3.940499E-02,1.731141E-02,1.314173E-02
-53.98000,47.30000,7.107396E-02,4.847767E-02,2.596051E-02,1.665039E-02
-53.12000,48.65000,5.657956E-02,4.097020E-02,1.826505E-02,1.341519E-02
-53.07000,46.65000,7.960767E-02,5.116968E-02,2.880841E-02,1.732169E-02
-52.95000,47.63000,6.325877E-02,4.518976E-02,2.182644E-02,1.513754E-02
-52.72000,47.57000,6.374382E-02,4.522752E-02,2.181539E-02,1.507420E-02
